Curso,Unidade de execução,Turno,Turma,Inscritos no turno,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,19:30:00,21:00:00,14/09/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,14/12/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,07/12/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,30/11/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,23/11/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,16/11/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,09/11/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,26/10/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,19/10/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,12/10/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,28/09/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,21/09/2022,BYOD (Bring Your Own Device)
"LCD, LCD-PL",Projeto Aplicado em Ciência de Dados II,03603TP02,CDC1PL,23,Qua,18:00:00,19:30:00,14/09/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,05/12/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,28/11/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,21/11/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,14/11/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,07/11/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,24/10/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,17/10/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,10/10/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,03/10/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,26/09/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,19/09/2022,BYOD (Bring Your Own Device)
"LETI, LEI, LEI-PL, LIGE, LIGE-PL",Bases de Dados,03724TP09,"IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1",69,Seg,09:30:00,11:00:00,12/09/2022,BYOD (Bring Your Own Device)
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,09/12/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,02/12/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,25/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,18/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,11/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,04/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,28/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,21/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,14/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,07/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,30/09/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Sex,09:30:00,11:00:00,23/09/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,13/12/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,06/12/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,29/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,22/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,15/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,08/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,25/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,18/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,11/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,04/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,27/09/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGRH, LGIL",Contabilidade Financeira I,L0638PL13,EA3,33,Ter,09:30:00,11:00:00,20/09/2022,Sala de Aulas normal
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,18:00:00,20:00:00,20/10/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,19:30:00,21:00:00,13/10/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,19:30:00,21:00:00,06/10/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,19:30:00,21:00:00,29/09/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,19:30:00,21:00:00,22/09/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,18:00:00,19:30:00,13/10/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,18:00:00,19:30:00,06/10/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,18:00:00,19:30:00,29/09/2022,Sala/anfiteatro aulas
MCD,Ciberdireito,03494TP02,MCDB1,33,Qui,18:00:00,19:30:00,22/09/2022,Sala/anfiteatro aulas
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Ter,18:00:00,20:00:00,03/01/2023,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Ter,20:30:00,22:30:00,03/01/2023,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,20:30:00,22:30:00,09/01/2023,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,20:30:00,22:30:00,28/11/2022,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,20:30:00,22:30:00,21/11/2022,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,20:30:00,22:30:00,14/11/2022,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,18:00:00,20:00:00,09/01/2023,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,18:00:00,20:00:00,05/12/2022,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,18:00:00,20:00:00,28/11/2022,videoconferencia
PGDCom,Seminário de Teorias e Práticas do Desenvolvimento,01998TP01,PG DC,25,Seg,18:00:00,20:00:00,21/11/2022,videoconferencia
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,09/12/2022,Sala/anfiteatro aulas
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,02/12/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,25/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,18/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,11/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,04/11/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,28/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,21/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,14/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,07/10/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,30/09/2022,Sala de Aulas normal
"LE, LFC, LG, LGM, LGIL",Introdução à Gestão,L0520PL13,GA1,37,Sex,11:00:00,12:30:00,23/09/2022,Sala de Aulas normal
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,14/12/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,07/12/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,30/11/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,23/11/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,16/11/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,09/11/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,02/11/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,26/10/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,19/10/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,12/10/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,28/09/2022,Arq 2
MIA,Projecto Final de Arquitectura (2020),PFAT02,ARQ-E2,10,Qua,09:30:00,11:00:00,21/09/2022,Arq 2
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,28/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,21/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,14/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,07/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,31/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,24/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,17/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,10/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,03/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,26/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,19/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Seg,11:00:00,12:30:00,12/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,15/12/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,24/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,17/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,10/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,03/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,27/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,20/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,13/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,06/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,29/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,22/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Qui,11:00:00,12:30:00,15/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,02/12/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,25/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,18/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,11/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,04/11/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,28/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,21/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,14/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,07/10/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,30/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,23/09/2022,Sala de Aulas normal
LFC,Investimentos,L0646TP01,FCB1,49,Sex,09:30:00,11:00:00,16/09/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,28/11/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,21/11/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,14/11/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,07/11/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,31/10/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,24/10/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,17/10/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,10/10/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,03/10/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,26/09/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,19/09/2022,Sala de Aulas normal
LGIL,Gestão do Retalho,L5048T01,GILB1,38,Seg,13:00:00,14:30:00,12/09/2022,Sala de Aulas normal
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,13/12/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,06/12/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,29/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,22/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,15/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,08/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,25/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,18/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,11/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,04/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,27/09/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,18:00:00,19:30:00,20/09/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,13/12/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,06/12/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,29/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,22/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,15/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,08/11/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,25/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,18/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,11/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,04/10/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,27/09/2022,Sala Aulas Mestrado
METI,Armazenamento de Dados em Ambientes distribuídos,03717TP02,METI-PL-A1,22,Ter,19:30:00,21:00:00,20/09/2022,Sala Aulas Mestrado
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Seg,14:30:00,16:00:00,12/12/2022,Sala/anfiteatro aulas
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,15/12/2022,Sala/anfiteatro aulas
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,24/11/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,17/11/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,10/11/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,03/11/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,27/10/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,20/10/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,13/10/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,06/10/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,29/09/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Qui,13:00:00,14:30:00,22/09/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Ter,16:00:00,17:30:00,13/12/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Ter,16:00:00,17:30:00,06/12/2022,Sala de Aulas normal
LGRH,Psicologia Social e das Organizações,L5051TP02,GRHA2,30,Ter,16:00:00,17:30:00,29/11/2022,Sala de Aulas normal
